country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,11/20/2021,-4,3,,42,-20,4
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,11/21/2021,0,4,,23,-6,4
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,11/22/2021,7,15,,31,-25,6
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,11/23/2021,20,26,,39,-29,6
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,11/24/2021,27,53,,55,-36,6
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,11/25/2021,-69,-27,,-2,-82,19
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,11/26/2021,0,-2,,0,-53,16
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,11/27/2021,-12,-6,-11,31,-26,8
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,11/28/2021,-1,-4,,52,-10,6
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,11/29/2021,-3,2,,27,-12,5
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,11/30/2021,7,7,,32,-16,5
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,12/1/2021,8,14,,29,-14,4
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,12/2/2021,4,12,,18,-15,4
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,12/3/2021,1,9,,24,-14,5
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,12/4/2021,-1,8,,23,-17,3
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,12/5/2021,1,7,,16,-4,4
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,12/6/2021,0,5,,21,-13,4
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,12/7/2021,4,10,,18,-15,5
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,12/8/2021,6,10,,23,-14,4
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,12/9/2021,4,9,,26,-15,4
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,12/10/2021,-2,2,,20,-11,4
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,12/11/2021,-4,4,-9,16,-18,4
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,12/12/2021,2,2,,16,-6,4
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,12/13/2021,-1,7,,16,-12,4
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,12/14/2021,11,10,,19,-15,4
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,12/15/2021,15,19,,30,-14,3
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,12/16/2021,12,17,,20,-15,4
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,12/17/2021,3,9,,20,-13,5
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,12/18/2021,-7,-2,-20,12,-20,6
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,12/19/2021,12,9,,20,-1,3
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,12/20/2021,10,10,,20,-24,7
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,12/21/2021,21,19,,25,-26,7
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,12/22/2021,26,29,,33,-31,7
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,12/23/2021,34,45,,25,-39,7
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,12/24/2021,-20,24,,-4,-64,17
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,12/25/2021,-82,-66,-9,6,-68,11
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,12/26/2021,6,-3,,30,-12,4
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,12/27/2021,2,0,,27,-38,10
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,12/28/2021,3,4,,26,-37,11
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,12/29/2021,1,8,,26,-37,11
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,12/30/2021,10,15,,17,-38,10
US,United States,Texas,Angelina County,,,48005,ChIJbWUFnLAwOIYRDxGvxNngXxE,12/31/2021,-17,17,,-9,-50,14
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,1/1/2021,-50,-30,-13,,-62,22
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,1/2/2021,-18,-12,-18,,-21,
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,1/3/2021,-30,,-17,,-14,
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,1/4/2021,-22,-9,-9,,-23,6
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,1/5/2021,-13,-9,-20,,-26,6
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,1/6/2021,-13,-4,-15,,-16,7
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,1/7/2021,-18,-11,-17,,-21,6
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,1/8/2021,-13,-10,-27,,-21,8
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,1/9/2021,-16,-10,-47,,-19,5
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,1/10/2021,-38,,-76,,-29,
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,1/11/2021,-20,-5,-40,,-18,7
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,1/12/2021,-24,-7,-49,,-24,8
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,1/13/2021,-13,-4,-22,,-17,6
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,1/14/2021,-11,-3,-8,,-18,6
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,1/15/2021,-14,1,-25,,-22,8
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,1/16/2021,-4,-1,31,,-19,4
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,1/17/2021,5,,49,,-15,
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,1/18/2021,-12,0,-4,,-32,8
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,1/19/2021,-16,1,-23,,-21,6
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,1/20/2021,-15,3,-12,,-18,7
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,1/21/2021,-20,-8,-30,,-19,7
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,1/22/2021,-11,-2,-7,,-18,8
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,1/23/2021,-11,-4,-41,,-13,
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,1/24/2021,-13,,-19,,-14,
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,1/25/2021,-15,-7,-20,,-16,5
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,1/26/2021,-10,0,-14,,-20,5
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,1/27/2021,-6,4,-4,,-17,6
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,1/28/2021,-13,-3,-21,,-18,5
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,1/29/2021,-6,-1,-23,,-16,5
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,1/30/2021,6,7,-14,,-11,2
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,1/31/2021,9,,4,,-13,
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,2/1/2021,-10,5,-32,,-14,4
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,2/2/2021,-10,-1,-11,,-19,5
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,2/3/2021,-5,6,-13,,-17,5
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,2/4/2021,-11,3,-1,,-17,5
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,2/5/2021,-9,3,-32,,-21,8
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,2/6/2021,-5,5,-20,,-16,3
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,2/7/2021,-7,,-8,,-16,
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,2/8/2021,-10,-1,-22,,-17,4
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,2/9/2021,-13,-6,-14,,-20,6
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,2/10/2021,-10,8,-16,,-18,5
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,2/11/2021,-23,-1,-44,,-23,8
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,2/12/2021,-26,-5,-57,,-29,13
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,2/13/2021,-20,-5,-70,,-22,
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,2/14/2021,-27,,-68,,-27,
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,2/15/2021,-72,-8,-74,,-79,15
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,2/16/2021,-73,6,-51,,-76,3
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,2/17/2021,-72,7,-48,,-69,3
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,2/18/2021,-64,7,-57,,-58,4
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,2/19/2021,-36,-4,-52,,-43,12
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,2/20/2021,-14,0,-10,,-17,5
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,2/21/2021,-4,,2,,-11,
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,2/22/2021,-5,13,-29,,-21,6
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,2/23/2021,-5,9,-21,,-22,6
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,2/24/2021,-6,9,-11,,-15,4
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,2/25/2021,-3,4,-16,,-16,5
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,2/26/2021,-4,3,-21,,-18,6
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,2/27/2021,3,11,-19,,-11,2
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,2/28/2021,3,,-10,,-10,
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,3/1/2021,-12,-4,-48,,-17,6
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,3/2/2021,-3,1,-29,,-20,5
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,3/3/2021,5,10,-15,,-14,3
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,3/4/2021,-2,5,-16,,-15,4
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,3/5/2021,2,7,-15,,-19,5
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,3/6/2021,18,17,-11,,-11,2
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,3/7/2021,19,,5,,-8,
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,3/8/2021,5,14,-4,,-27,5
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,3/9/2021,6,16,19,,-28,6
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,3/10/2021,14,,,,-25,5
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,3/11/2021,14,21,,,-27,5
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,3/12/2021,16,18,,,-28,7
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,3/13/2021,41,40,124,,-14,1
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,3/14/2021,31,,-21,,-17,
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,3/15/2021,21,21,15,,-23,4
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,3/16/2021,26,19,,,-19,3
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,3/17/2021,36,,,,-16,3
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,3/18/2021,30,25,,,-19,2
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,3/19/2021,31,26,49,,-17,4
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,3/20/2021,42,33,115,,-9,1
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,3/21/2021,34,,,,-12,
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,3/22/2021,7,10,-10,,-14,2
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,3/23/2021,9,10,-1,,-17,3
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,3/24/2021,14,15,1,,-11,3
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,3/25/2021,7,14,6,,-15,3
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,3/26/2021,11,16,3,,-17,4
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,3/27/2021,26,24,38,,-14,1
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,3/28/2021,13,,-33,,-14,
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,3/29/2021,3,10,-12,,-11,3
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,3/30/2021,7,8,-14,,-18,3
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,3/31/2021,13,12,-8,,-12,3
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,4/1/2021,14,16,-2,,-15,1
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,4/2/2021,19,20,19,,-35,8
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,4/3/2021,23,35,34,,-16,2
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,4/4/2021,6,,48,,-21,
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,4/5/2021,3,20,-15,,-15,2
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,4/6/2021,3,9,-3,,-16,2
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,4/7/2021,11,,-1,,-14,1
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,4/8/2021,9,15,3,,-15,2
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,4/9/2021,11,14,12,,-16,2
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,4/10/2021,28,28,45,,-12,1
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,4/11/2021,28,,32,,-8,
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,4/12/2021,3,12,-10,,-12,1
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,4/13/2021,4,13,-1,,-19,2
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,4/14/2021,10,15,-4,,-14,2
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,4/15/2021,3,13,-15,,-20,3
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,4/16/2021,6,12,2,,-15,3
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,4/17/2021,12,13,-5,,-15,4
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,4/18/2021,13,,19,,-11,
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,4/19/2021,-1,4,-18,,-16,3
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,4/20/2021,2,9,9,,-15,0
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,4/21/2021,6,,-9,,-13,2
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,4/22/2021,-1,9,-8,,-11,2
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,4/23/2021,13,15,0,,-14,4
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,4/24/2021,28,30,81,,-6,0
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,4/25/2021,34,,60,,-3,
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,4/26/2021,6,16,-2,,-10,1
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,4/27/2021,2,7,-13,,-15,3
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,4/28/2021,3,13,-16,,-11,2
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,4/29/2021,-1,11,-3,,-13,3
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,4/30/2021,-3,8,-44,,-19,7
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,5/1/2021,-1,0,-42,,-14,
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,5/2/2021,10,,28,,2,
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,5/3/2021,-3,15,-19,,-12,2
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,5/4/2021,0,13,-21,,-17,3
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,5/5/2021,4,,7,,-11,2
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,5/6/2021,-2,15,8,,-15,1
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,5/7/2021,2,17,23,,-11,2
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,5/8/2021,24,23,70,,-8,-1
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,5/9/2021,20,,24,,-12,
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,5/10/2021,-8,11,-20,,-13,2
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,5/11/2021,-2,12,-6,,-15,2
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,5/12/2021,2,10,-14,,-14,3
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,5/13/2021,0,11,-7,,-12,2
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,5/14/2021,5,14,40,,-14,2
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,5/15/2021,22,24,80,,-15,1
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,5/16/2021,-4,,-34,,-15,
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,5/17/2021,-5,12,-26,,-10,3
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,5/18/2021,-3,9,-23,,-12,3
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,5/19/2021,-26,-13,-61,,-28,13
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,5/20/2021,-1,12,-17,,-12,1
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,5/21/2021,1,10,-7,,-13,4
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,5/22/2021,10,14,-7,,-11,1
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,5/23/2021,11,,-5,,-8,
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,5/24/2021,1,12,-23,,-8,3
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,5/25/2021,1,9,-15,,-13,2
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,5/26/2021,4,9,-1,,-8,1
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,5/27/2021,6,7,15,,-10,2
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,5/28/2021,19,28,26,,-13,4
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,5/29/2021,42,44,59,,-11,1
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,5/30/2021,,,,,-11,
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,5/31/2021,13,14,,,-50,11
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,6/1/2021,4,10,-17,,-21,5
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,6/2/2021,8,,9,,-15,3
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,6/3/2021,-1,7,7,,-18,4
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,6/4/2021,6,14,10,,-19,6
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,6/5/2021,18,16,28,,-11,1
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,6/6/2021,25,,43,,-12,
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,6/7/2021,3,6,6,,-16,4
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,6/8/2021,10,17,17,,-23,3
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,6/9/2021,13,,,,-21,2
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,6/10/2021,9,18,,,-19,3
US,United States,Texas,Aransas County,,,48007,ChIJJxJm5H5JaIYRwOZqhsJvLFU,6/11/2021,13,18,43,,-23,4
